Crop_Year,State,District,Crop,Yield,Crop_Cat,Area,Production
2013,Andhra Pradesh,Visakhapatnam,Rice,2.01554,Rice,163790.0,330130.0
2014,Andhra Pradesh,Visakhapatnam,Rice,2.0493699999999997,Rice,167720.0,343730.0
2015,Andhra Pradesh,Visakhapatnam,Rice,2.43859,Rice,170960.0,416890.0
2016,Andhra Pradesh,Visakhapatnam,Rice,2.53146,Rice,172560.0,436840.0
2017,Andhra Pradesh,Visakhapatnam,Rice,2.4294499999999997,Rice,173380.0,421220.0
2010,Andhra Pradesh,East Godavari,Rice,3.30699,Rice,410530.0,1357620.0
2011,Andhra Pradesh,East Godavari,Rice,3.4911399999999997,Rice,337090.0,1176830.0
2012,Andhra Pradesh,East Godavari,Rice,2.74749,Rice,401060.0,1101910.0
2013,Andhra Pradesh,East Godavari,Rice,2.9942399999999996,Rice,404680.0,1211710.0
2014,Andhra Pradesh,East Godavari,Rice,3.96638,Rice,394120.0,1563230.0
2015,Andhra Pradesh,East Godavari,Rice,3.78679,Rice,381740.0,1445570.0
2016,Andhra Pradesh,East Godavari,Rice,4.23751,Rice,383960.0,1627030.0
2017,Andhra Pradesh,East Godavari,Rice,4.32761,Rice,386540.0,1672790.0
2010,Andhra Pradesh,West Godavari,Rice,3.26452,Rice,456520.0,1490320.0
2011,Andhra Pradesh,West Godavari,Rice,3.59677,Rice,363790.0,1308470.0
2012,Andhra Pradesh,West Godavari,Rice,3.0516199999999998,Rice,422510.0,1289340.0
2013,Andhra Pradesh,West Godavari,Rice,3.1913400000000003,Rice,420620.0,1342340.0
2014,Andhra Pradesh,West Godavari,Rice,3.96863,Rice,409290.0,1624320.0
2015,Andhra Pradesh,West Godavari,Rice,3.85961,Rice,403800.0,1558510.0
2016,Andhra Pradesh,West Godavari,Rice,4.17138,Rice,399410.0,1666100.0
2017,Andhra Pradesh,West Godavari,Rice,4.30775,Rice,393220.0,1693910.0
2010,Andhra Pradesh,Krishna,Rice,3.0694299999999997,Rice,355340.0,1090690.0
2011,Andhra Pradesh,Krishna,Rice,3.7184899999999996,Rice,272030.0,1011540.0
2012,Andhra Pradesh,Krishna,Rice,3.5932399999999998,Rice,264530.0,950520.0
2013,Andhra Pradesh,Krishna,Rice,3.23549,Rice,363320.0,1175520.0
2014,Andhra Pradesh,Krishna,Rice,3.4675700000000003,Rice,288040.0,998800.0
2015,Andhra Pradesh,Krishna,Rice,3.45586,Rice,220680.0,762640.0
2016,Andhra Pradesh,Krishna,Rice,3.87935,Rice,231410.0,897720.0
2017,Andhra Pradesh,Krishna,Rice,3.98857,Rice,258730.00000000003,1031950.0
2010,Andhra Pradesh,Guntur,Rice,2.71551,Rice,401590.0,1090520.0
2011,Andhra Pradesh,Guntur,Rice,3.79021,Rice,347320.0,1316410.0
2012,Andhra Pradesh,Guntur,Rice,3.50499,Rice,206870.0,725080.0
2013,Andhra Pradesh,Guntur,Rice,3.42125,Rice,391920.0,1340840.0
2014,Andhra Pradesh,Guntur,Rice,3.89124,Rice,333740.0,1298650.0
2015,Andhra Pradesh,Guntur,Rice,3.0334899999999996,Rice,183640.0,557070.0
2016,Andhra Pradesh,Guntur,Rice,4.12467,Rice,194370.0,801720.0
2017,Andhra Pradesh,Guntur,Rice,4.17512,Rice,224270.0,936370.0
2010,Andhra Pradesh,S.P.S. Nellore,Rice,3.64034,Rice,330440.0,1202900.0
2011,Andhra Pradesh,S.P.S. Nellore,Rice,3.9842199999999997,Rice,299610.0,1193700.0
2012,Andhra Pradesh,S.P.S. Nellore,Rice,4.054889999999999,Rice,270940.0,1098630.0
2013,Andhra Pradesh,S.P.S. Nellore,Rice,4.01142,Rice,277550.0,1113370.0
2014,Andhra Pradesh,S.P.S. Nellore,Rice,4.00119,Rice,280730.0,1123270.0
2015,Andhra Pradesh,S.P.S. Nellore,Rice,4.4494,Rice,305120.0,1357590.0
2016,Andhra Pradesh,S.P.S. Nellore,Rice,4.18355,Rice,219860.0,919780.0
2017,Andhra Pradesh,S.P.S. Nellore,Rice,4.558520000000001,Rice,242520.0,1105540.0
2010,Andhra Pradesh,Kurnool,Rice,2.9612600000000002,Rice,162160.0,480210.0
2011,Andhra Pradesh,Kurnool,Rice,3.56647,Rice,125680.0,448240.0
2012,Andhra Pradesh,Kurnool,Rice,3.75706,Rice,97750.0,367260.0
2013,Andhra Pradesh,Kurnool,Rice,3.69613,Rice,147060.0,543560.0
2014,Andhra Pradesh,Kurnool,Rice,3.8650100000000003,Rice,131750.0,509210.0
2015,Andhra Pradesh,Kurnool,Rice,3.1929000000000003,Rice,62690.0,200170.0
2016,Andhra Pradesh,Kurnool,Rice,3.97744,Rice,115130.0,457910.0
2017,Andhra Pradesh,Kurnool,Rice,3.57006,Rice,109670.0,391520.0
2010,Andhra Pradesh,Ananthapur,Rice,2.8662199999999998,Rice,59800.0,171400.0
2011,Andhra Pradesh,Ananthapur,Rice,2.4670199999999998,Rice,48670.0,120070.0
2012,Andhra Pradesh,Ananthapur,Rice,2.63167,Rice,29050.0,76450.0
2013,Andhra Pradesh,Ananthapur,Rice,2.17673,Rice,40400.0,87940.0
2014,Andhra Pradesh,Ananthapur,Rice,2.8254,Rice,29210.0,82530.0
2015,Andhra Pradesh,Ananthapur,Rice,2.9045199999999998,Rice,33620.0,97650.0
2016,Andhra Pradesh,Ananthapur,Rice,2.50933,Rice,22890.0,57430.0
2017,Andhra Pradesh,Ananthapur,Rice,2.79352,Rice,30910.0,86360.0
2010,Andhra Pradesh,Kadapa YSR,Rice,1.8407200000000001,Rice,70380.0,129550.00000000001
2011,Andhra Pradesh,Kadapa YSR,Rice,2.9436,Rice,53900.0,158660.0
2012,Andhra Pradesh,Kadapa YSR,Rice,2.62764,Rice,30750.0,80800.0
2013,Andhra Pradesh,Kadapa YSR,Rice,2.84309,Rice,62710.0,178290.0
2014,Andhra Pradesh,Kadapa YSR,Rice,3.6138600000000003,Rice,45890.0,165840.0
2015,Andhra Pradesh,Kadapa YSR,Rice,3.05837,Rice,40260.0,123130.0
2016,Andhra Pradesh,Kadapa YSR,Rice,3.29114,Rice,50330.0,165640.0
2017,Andhra Pradesh,Kadapa YSR,Rice,2.5421300000000002,Rice,54980.0,139760.0
2010,Andhra Pradesh,Chittoor,Rice,3.0065,Rice,61580.0,185140.0
2011,Andhra Pradesh,Chittoor,Rice,3.30522,Rice,51110.0,168930.0
2012,Andhra Pradesh,Chittoor,Rice,3.6078699999999997,Rice,47510.0,171410.0
2013,Andhra Pradesh,Chittoor,Rice,3.38989,Rice,49860.0,169020.0
2014,Andhra Pradesh,Chittoor,Rice,3.23212,Rice,40970.0,132420.0
2015,Andhra Pradesh,Chittoor,Rice,3.7952399999999997,Rice,88150.0,334550.0
2016,Andhra Pradesh,Chittoor,Rice,3.64456,Rice,46700.0,170200.0
2017,Andhra Pradesh,Chittoor,Rice,3.79799,Rice,64810.0,246150.0
2010,Telangana,Hyderabad,Rice,2.59931,Rice,52360.0,136100.0
2011,Telangana,Hyderabad,Rice,2.36089,Rice,43670.0,103100.0
2012,Telangana,Hyderabad,Rice,2.4052800000000003,Rice,40910.0,98400.0
2013,Telangana,Hyderabad,Rice,2.2839699999999996,Rice,45040.0,102870.0
2014,Telangana,Hyderabad,Rice,2.61497,Rice,34880.0,91210.0
2015,Telangana,Hyderabad,Rice,2.5292399999999997,Rice,24280.0,61410.0
2016,Telangana,Hyderabad,Rice,2.85843,Rice,41220.0,117830.0
2017,Telangana,Hyderabad,Rice,2.98371,Rice,50340.0,150200.0
2010,Telangana,Nizamabad,Rice,3.8094,Rice,221620.0,844240.0
2011,Telangana,Nizamabad,Rice,3.74197,Rice,259810.0,972200.0
2012,Telangana,Nizamabad,Rice,3.81525,Rice,192960.0,736190.0
2013,Telangana,Nizamabad,Rice,4.00364,Rice,260810.0,1044190.0
2014,Telangana,Nizamabad,Rice,3.6659200000000003,Rice,169270.0,620530.0
2015,Telangana,Nizamabad,Rice,2.68071,Rice,98030.0,262790.0
2016,Telangana,Nizamabad,Rice,4.01174,Rice,265970.0,1067010.0
2017,Telangana,Nizamabad,Rice,3.62614,Rice,267210.0,968950.0
2010,Telangana,Medak,Rice,3.56198,Rice,144560.0,514919.99999999994
2011,Telangana,Medak,Rice,2.96986,Rice,137030.0,406960.0
2012,Telangana,Medak,Rice,3.37622,Rice,110360.0,372600.0
2013,Telangana,Medak,Rice,3.6526300000000003,Rice,170970.0,624490.0
2014,Telangana,Medak,Rice,3.27424,Rice,110890.0,363080.0
2015,Telangana,Medak,Rice,2.8487600000000004,Rice,84170.0,239780.0
2016,Telangana,Medak,Rice,3.70762,Rice,160770.0,596060.0
2017,Telangana,Medak,Rice,3.40618,Rice,180790.0,615820.0
2010,Telangana,Mahabubnagar,Rice,2.77463,Rice,196700.0,545770.0
2011,Telangana,Mahabubnagar,Rice,2.30464,Rice,172070.0,396560.0
2012,Telangana,Mahabubnagar,Rice,2.6790100000000003,Rice,142030.0,380500.0
2013,Telangana,Mahabubnagar,Rice,2.83876,Rice,168630.0,478700.0
2014,Telangana,Mahabubnagar,Rice,2.60061,Rice,160770.0,418100.0
2015,Telangana,Mahabubnagar,Rice,2.23328,Rice,96280.0,215020.0
2016,Telangana,Mahabubnagar,Rice,2.69659,Rice,143310.0,386460.0
2017,Telangana,Mahabubnagar,Rice,2.45912,Rice,170820.0,420070.0
2010,Telangana,Nalgonda,Rice,3.2658400000000003,Rice,405320.0,1323710.0
2011,Telangana,Nalgonda,Rice,2.94057,Rice,327760.0,963800.0
2012,Telangana,Nalgonda,Rice,3.2796399999999997,Rice,208520.0,683870.0
2013,Telangana,Nalgonda,Rice,3.06113,Rice,393740.0,1205290.0
2014,Telangana,Nalgonda,Rice,3.22024,Rice,323380.0,1041359.9999999999
2015,Telangana,Nalgonda,Rice,2.91661,Rice,212730.0,620450.0
2016,Telangana,Nalgonda,Rice,3.5268200000000003,Rice,356250.0,1256430.0
2017,Telangana,Nalgonda,Rice,3.3250900000000003,Rice,415250.0,1380740.0
2010,Telangana,Warangal,Rice,3.20977,Rice,268060.0,860410.0
2011,Telangana,Warangal,Rice,2.55823,Rice,224350.0,573940.0
2012,Telangana,Warangal,Rice,3.28558,Rice,209710.0,689020.0
2013,Telangana,Warangal,Rice,3.14114,Rice,254850.0,800520.0
2014,Telangana,Warangal,Rice,3.0803499999999997,Rice,142010.0,437440.0
2015,Telangana,Warangal,Rice,3.16419,Rice,181070.0,572940.0
2016,Telangana,Warangal,Rice,3.53943,Rice,275020.0,973410.0
2017,Telangana,Warangal,Rice,2.90875,Rice,269290.0,783310.0
2010,Telangana,Khammam,Rice,3.22598,Rice,218250.0,704070.0
2011,Telangana,Khammam,Rice,2.49041,Rice,165310.0,411690.0
2012,Telangana,Khammam,Rice,3.0751399999999998,Rice,153840.0,473080.0
2013,Telangana,Khammam,Rice,2.99969,Rice,191780.0,575280.0
2014,Telangana,Khammam,Rice,3.13074,Rice,145710.0,456180.0
2015,Telangana,Khammam,Rice,3.0343400000000003,Rice,121720.0,369340.0
2016,Telangana,Khammam,Rice,3.68386,Rice,121000.0,445760.0
2017,Telangana,Khammam,Rice,3.17626,Rice,161320.0,512400.0
2010,Telangana,Karimnagar,Rice,3.5433499999999998,Rice,381520.0,1351860.0
2011,Telangana,Karimnagar,Rice,3.2618400000000003,Rice,343380.0,1120050.0
2012,Telangana,Karimnagar,Rice,3.54794,Rice,289430.0,1026880.0000000001
2013,Telangana,Karimnagar,Rice,3.5913000000000004,Rice,417910.0,1500840.0
2014,Telangana,Karimnagar,Rice,3.5591,Rice,278430.0,990960.0
2015,Telangana,Karimnagar,Rice,3.25094,Rice,170400.0,553960.0
2016,Telangana,Karimnagar,Rice,3.94809,Rice,369130.0,1457370.0
2017,Telangana,Karimnagar,Rice,3.34224,Rice,353680.0,1182070.0
2010,Telangana,Adilabad,Rice,2.8177800000000004,Rice,90550.0,255150.0
2011,Telangana,Adilabad,Rice,2.61691,Rice,76170.0,199330.0
2012,Telangana,Adilabad,Rice,2.64693,Rice,70750.0,187270.0
2013,Telangana,Adilabad,Rice,2.74462,Rice,90690.0,248910.0
2014,Telangana,Adilabad,Rice,2.51857,Rice,50080.0,126130.0
2015,Telangana,Adilabad,Rice,2.63652,Rice,57500.0,151600.0
2016,Telangana,Adilabad,Rice,3.11542,Rice,95890.0,298740.0
2017,Telangana,Adilabad,Rice,2.66768,Rice,93670.0,249880.0
2010,Karnataka,Bangalore,Rice,2.66086,Rice,12060.0,32090.000000000004
2011,Karnataka,Bangalore,Rice,2.93321,Rice,11080.0,32500.0
2012,Karnataka,Bangalore,Rice,2.56166,Rice,8920.0,22850.0
2013,Karnataka,Bangalore,Rice,2.78194,Rice,7750.0,21560.0
2014,Karnataka,Bangalore,Rice,2.68275,Rice,6840.0,18350.0
2015,Karnataka,Bangalore,Rice,2.4522600000000003,Rice,5970.0,14640.0
2016,Karnataka,Bangalore,Rice,1.86688,Rice,4960.0,9260.0
2017,Karnataka,Bangalore,Rice,2.9505700000000004,Rice,5240.0,15460.0
2010,Karnataka,Kolar,Rice,2.5423400000000003,Rice,19250.0,48940.0
2011,Karnataka,Kolar,Rice,2.5055500000000004,Rice,10820.0,27110.0
2012,Karnataka,Kolar,Rice,2.46667,Rice,7200.0,17760.0
2013,Karnataka,Kolar,Rice,2.32598,Rice,4080.0,9490.0
2014,Karnataka,Kolar,Rice,2.4347800000000004,Rice,1150.0,2800.0
2015,Karnataka,Kolar,Rice,2.44509,Rice,1730.0,4230.0
2016,Karnataka,Kolar,Rice,2.22972,Rice,2640.0,5880.0
2017,Karnataka,Kolar,Rice,3.23355,Rice,1690.0,5460.0
2010,Karnataka,Tumkur,Rice,2.84644,Rice,34580.0,98430.0
2011,Karnataka,Tumkur,Rice,2.8002800000000003,Rice,28440.0,79640.0
2012,Karnataka,Tumkur,Rice,2.5332399999999997,Rice,14890.0,37720.0
2013,Karnataka,Tumkur,Rice,2.95169,Rice,13040.0,38490.0
2014,Karnataka,Tumkur,Rice,2.83176,Rice,9510.0,26930.0
2015,Karnataka,Tumkur,Rice,2.81792,Rice,10380.0,29250.0
2016,Karnataka,Tumkur,Rice,2.43488,Rice,10760.0,26210.0
2017,Karnataka,Tumkur,Rice,2.52902,Rice,4860.0,12290.0
2010,Karnataka,Mysore,Rice,3.0738499999999997,Rice,143530.0,441190.0
2011,Karnataka,Mysore,Rice,3.16343,Rice,136450.0,431650.0
2012,Karnataka,Mysore,Rice,3.18423,Rice,102100.0,325110.0
2013,Karnataka,Mysore,Rice,3.45812,Rice,117830.0,407470.0
2014,Karnataka,Mysore,Rice,3.37491,Rice,117040.0,395000.0
2015,Karnataka,Mysore,Rice,3.40866,Rice,107400.0,366090.0
2016,Karnataka,Mysore,Rice,2.82623,Rice,72460.0,204800.0
2017,Karnataka,Mysore,Rice,3.09259,Rice,68140.0,210730.0
2010,Karnataka,Mandya,Rice,3.41881,Rice,81040.0,277060.0
2011,Karnataka,Mandya,Rice,3.3931999999999998,Rice,74160.0,251640.0
2012,Karnataka,Mandya,Rice,3.11632,Rice,49950.0,155660.0
2013,Karnataka,Mandya,Rice,3.49208,Rice,65620.0,229150.0
2014,Karnataka,Mandya,Rice,3.69002,Rice,66520.0,245460.0
2015,Karnataka,Mandya,Rice,3.66524,Rice,58490.0,214380.0
2016,Karnataka,Mandya,Rice,2.60346,Rice,43660.0,113680.0
2017,Karnataka,Mandya,Rice,2.9690700000000003,Rice,33850.0,100510.0
2010,Karnataka,Hassan,Rice,2.88367,Rice,51750.0,149230.0
2011,Karnataka,Hassan,Rice,2.47309,Rice,48870.0,120860.0
2012,Karnataka,Hassan,Rice,2.18665,Rice,49290.0,107780.0
2013,Karnataka,Hassan,Rice,3.0615799999999997,Rice,51800.0,158590.0
2014,Karnataka,Hassan,Rice,3.04327,Rice,48070.0,146290.0
2015,Karnataka,Hassan,Rice,2.73424,Rice,42820.0,117080.0
2016,Karnataka,Hassan,Rice,2.03943,Rice,26100.0,53230.0
2017,Karnataka,Hassan,Rice,3.2411999999999996,Rice,21630.0,70090.0
2010,Karnataka,Shimoge,Rice,2.76902,Rice,132390.0,366590.0
2011,Karnataka,Shimoge,Rice,2.91968,Rice,128979.99999999999,376580.0
2012,Karnataka,Shimoge,Rice,2.66726,Rice,123310.0,328900.0
2013,Karnataka,Shimoge,Rice,3.05577,Rice,124620.0,380810.0
2014,Karnataka,Shimoge,Rice,3.0361,Rice,121870.0,370010.0
2015,Karnataka,Shimoge,Rice,2.6062,Rice,110030.0,286760.0
2016,Karnataka,Shimoge,Rice,2.0929499999999996,Rice,104440.0,218600.0
2017,Karnataka,Shimoge,Rice,2.5139699999999996,Rice,93520.0,235100.0
2010,Karnataka,Chickmagalur,Rice,2.62097,Rice,44060.0,115480.0
2011,Karnataka,Chickmagalur,Rice,2.57294,Rice,45380.0,116760.0
2012,Karnataka,Chickmagalur,Rice,2.30245,Rice,37990.0,87470.0
2013,Karnataka,Chickmagalur,Rice,2.73082,Rice,41050.0,112100.0
2014,Karnataka,Chickmagalur,Rice,2.61031,Rice,40340.0,105300.0
2015,Karnataka,Chickmagalur,Rice,2.67312,Rice,33040.0,88320.0
2016,Karnataka,Chickmagalur,Rice,2.4003200000000002,Rice,29930.0,71840.0
2017,Karnataka,Chickmagalur,Rice,2.40286,Rice,26900.0,64629.99999999999
2010,Karnataka,Chitradurga,Rice,3.40008,Rice,156470.0,532010.0
2011,Karnataka,Chitradurga,Rice,3.41634,Rice,151320.0,516960.00000000006
2012,Karnataka,Chitradurga,Rice,3.2830700000000004,Rice,120430.0,395380.0
2013,Karnataka,Chitradurga,Rice,3.51591,Rice,129789.99999999999,456330.0
2014,Karnataka,Chitradurga,Rice,3.63463,Rice,138710.0,504160.0
2015,Karnataka,Chitradurga,Rice,3.73202,Rice,99560.0,371560.0
2016,Karnataka,Chitradurga,Rice,3.20437,Rice,78720.0,252250.0
2017,Karnataka,Chitradurga,Rice,3.76279,Rice,65990.0,248300.0
2010,Karnataka,Bellary,Rice,3.54285,Rice,130680.0,462980.0
2011,Karnataka,Bellary,Rice,3.53473,Rice,116170.0,410630.0
2012,Karnataka,Bellary,Rice,3.55273,Rice,109150.0,387780.0
2013,Karnataka,Bellary,Rice,3.7866999999999997,Rice,110550.0,418620.0
2014,Karnataka,Bellary,Rice,3.44007,Rice,118640.0,408130.0
2015,Karnataka,Bellary,Rice,3.64514,Rice,93670.0,341440.0
2016,Karnataka,Bellary,Rice,3.88234,Rice,87010.0,337800.0
2017,Karnataka,Bellary,Rice,3.8097399999999997,Rice,101930.0,388340.0
2010,Karnataka,Dharwad,Rice,1.64325,Rice,81430.0,133810.0
2011,Karnataka,Dharwad,Rice,1.78425,Rice,77220.0,137780.0
2012,Karnataka,Dharwad,Rice,0.93632,Rice,79780.0,74700.0
2013,Karnataka,Dharwad,Rice,2.11,Rice,73730.0,155570.0
2014,Karnataka,Dharwad,Rice,2.28374,Rice,68900.0,157350.0
2015,Karnataka,Dharwad,Rice,0.9572200000000001,Rice,70590.0,67570.0
2016,Karnataka,Dharwad,Rice,0.94888,Rice,59820.0,56760.0
2017,Karnataka,Dharwad,Rice,1.4235,Rice,52590.0,74860.0
2010,Karnataka,Belgaum,Rice,1.98452,Rice,68470.0,135880.0
2011,Karnataka,Belgaum,Rice,1.9396900000000001,Rice,68310.0,132500.0
2012,Karnataka,Belgaum,Rice,1.4926199999999998,Rice,63700.0,95080.0
2013,Karnataka,Belgaum,Rice,2.11079,Rice,58670.0,123840.0
2014,Karnataka,Belgaum,Rice,2.9477800000000003,Rice,59940.0,176690.0
2015,Karnataka,Belgaum,Rice,0.66634,Rice,61230.0,40800.0
2016,Karnataka,Belgaum,Rice,1.8868399999999999,Rice,65590.0,123760.0
2017,Karnataka,Belgaum,Rice,2.30129,Rice,64580.0,148630.0
2010,Karnataka,Bijapur / Vijayapura,Rice,2.80952,Rice,210.0,590.0
2011,Karnataka,Bijapur / Vijayapura,Rice,2.61111,Rice,180.0,470.0
2012,Karnataka,Bijapur / Vijayapura,Rice,2.53333,Rice,150.0,380.0
2013,Karnataka,Bijapur / Vijayapura,Rice,3.1,Rice,100.0,310.0
2014,Karnataka,Bijapur / Vijayapura,Rice,2.875,Rice,80.0,230.0
2015,Karnataka,Bijapur / Vijayapura,Rice,2.875,Rice,80.0,230.0
2016,Karnataka,Bijapur / Vijayapura,Rice,2.77419,Rice,30.0,90.0
2017,Karnataka,Bijapur / Vijayapura,Rice,2.86667,Rice,30.0,90.0
2010,Karnataka,Bidar,Rice,0.78499,Rice,4930.0,3870.0
2011,Karnataka,Bidar,Rice,0.68721,Rice,6490.0,4460.0
2012,Karnataka,Bidar,Rice,0.98785,Rice,4940.0,4880.0
2013,Karnataka,Bidar,Rice,1.55182,Rice,3570.0,5540.0
2014,Karnataka,Bidar,Rice,0.96602,Rice,2060.0,1990.0
2015,Karnataka,Bidar,Rice,0.85161,Rice,1550.0,1320.0
2016,Karnataka,Bidar,Rice,1.1981,Rice,520.0,630.0
2017,Karnataka,Bidar,Rice,1.86444,Rice,1020.0,1900.0
2010,Karnataka,Raichur,Rice,3.1142399999999997,Rice,252890.0,787560.0
2011,Karnataka,Raichur,Rice,3.0187,Rice,218770.0,660400.0
2012,Karnataka,Raichur,Rice,3.2166799999999998,Rice,228590.0,735300.0
2013,Karnataka,Raichur,Rice,3.28823,Rice,254240.0,836000.0
2014,Karnataka,Raichur,Rice,3.08593,Rice,237740.0,733650.0
2015,Karnataka,Raichur,Rice,3.17747,Rice,166000.0,527460.0
2016,Karnataka,Raichur,Rice,3.72777,Rice,169290.0,631060.0
2017,Karnataka,Raichur,Rice,3.2653600000000003,Rice,167400.0,546610.0
2010,Karnataka,Gulbarga / Kalaburagi,Rice,2.04676,Rice,100310.0,205310.0
2011,Karnataka,Gulbarga / Kalaburagi,Rice,1.90419,Rice,73060.0,139120.0
2012,Karnataka,Gulbarga / Kalaburagi,Rice,1.35549,Rice,67090.0,90940.0
2013,Karnataka,Gulbarga / Kalaburagi,Rice,1.98099,Rice,74680.0,147940.0
2014,Karnataka,Gulbarga / Kalaburagi,Rice,2.56887,Rice,87770.0,225470.0
2015,Karnataka,Gulbarga / Kalaburagi,Rice,2.01662,Rice,53560.0,108010.0
2016,Karnataka,Gulbarga / Kalaburagi,Rice,3.32987,Rice,96880.0,322590.0
2017,Karnataka,Gulbarga / Kalaburagi,Rice,3.20349,Rice,113280.0,362880.0
2010,Karnataka,Dakshina Kannada,Rice,2.35361,Rice,110970.0,261180.0
2011,Karnataka,Dakshina Kannada,Rice,2.42597,Rice,110500.0,268070.0
2012,Karnataka,Dakshina Kannada,Rice,2.5409699999999997,Rice,105810.0,268860.0
2013,Karnataka,Dakshina Kannada,Rice,2.6955,Rice,106930.0,288230.0
2014,Karnataka,Dakshina Kannada,Rice,2.65309,Rice,101900.0,270350.0
2015,Karnataka,Dakshina Kannada,Rice,2.57742,Rice,98300.0,253360.0
2016,Karnataka,Dakshina Kannada,Rice,2.83518,Rice,87130.0,247020.0
2017,Karnataka,Dakshina Kannada,Rice,2.90474,Rice,80260.0,233130.0
2010,Karnataka,Uttara Kannada,Rice,1.9073699999999998,Rice,79020.0,150720.0
2011,Karnataka,Uttara Kannada,Rice,2.05149,Rice,75750.0,155400.0
2012,Karnataka,Uttara Kannada,Rice,2.02033,Rice,74280.0,150070.0
2013,Karnataka,Uttara Kannada,Rice,2.43419,Rice,69970.0,170320.0
2014,Karnataka,Uttara Kannada,Rice,2.2288699999999997,Rice,68510.0,152700.0
2015,Karnataka,Uttara Kannada,Rice,1.65786,Rice,67340.0,111640.0
2016,Karnataka,Uttara Kannada,Rice,1.9628599999999998,Rice,66670.0,130860.00000000001
2017,Karnataka,Uttara Kannada,Rice,1.9761199999999999,Rice,62870.0,124240.0
2010,Karnataka,Kodagu / Coorg,Rice,2.63685,Rice,35440.0,93450.0
2011,Karnataka,Kodagu / Coorg,Rice,2.72443,Rice,34220.0,93230.0
2012,Karnataka,Kodagu / Coorg,Rice,2.47944,Rice,31370.0,77780.0
2013,Karnataka,Kodagu / Coorg,Rice,2.87886,Rice,32030.0,92210.0
2014,Karnataka,Kodagu / Coorg,Rice,2.80685,Rice,30960.0,86900.0
2015,Karnataka,Kodagu / Coorg,Rice,2.6990100000000004,Rice,28340.0,76490.0
2016,Karnataka,Kodagu / Coorg,Rice,2.43141,Rice,27930.0,67900.0
2017,Karnataka,Kodagu / Coorg,Rice,2.36495,Rice,27170.0,64260.00000000001
2010,Tamil Nadu,Chengalpattu MGR / Kanchipuram,Rice,3.51386,Rice,178960.0,628840.0
2011,Tamil Nadu,Chengalpattu MGR / Kanchipuram,Rice,4.1762,Rice,169640.0,708450.0
2012,Tamil Nadu,Chengalpattu MGR / Kanchipuram,Rice,4.13362,Rice,156120.0,645340.0
2013,Tamil Nadu,Chengalpattu MGR / Kanchipuram,Rice,4.649430000000001,Rice,181390.0,843360.0
2014,Tamil Nadu,Chengalpattu MGR / Kanchipuram,Rice,4.52569,Rice,158230.0,716100.0
2015,Tamil Nadu,Chengalpattu MGR / Kanchipuram,Rice,3.75866,Rice,199140.0,748500.0
2016,Tamil Nadu,Chengalpattu MGR / Kanchipuram,Rice,3.45065,Rice,169580.0,585180.0
2017,Tamil Nadu,Chengalpattu MGR / Kanchipuram,Rice,4.1787399999999995,Rice,193220.0,807430.0
2010,Tamil Nadu,South Arcot / Cuddalore,Rice,3.0612199999999996,Rice,265750.0,813520.0
2011,Tamil Nadu,South Arcot / Cuddalore,Rice,2.8698,Rice,250840.0,719860.0
2012,Tamil Nadu,South Arcot / Cuddalore,Rice,3.23366,Rice,227550.0,735820.0
2013,Tamil Nadu,South Arcot / Cuddalore,Rice,4.57346,Rice,297930.0,1362570.0
2014,Tamil Nadu,South Arcot / Cuddalore,Rice,4.81627,Rice,306160.0,1474550.0
2015,Tamil Nadu,South Arcot / Cuddalore,Rice,3.97294,Rice,322290.0,1280440.0
2016,Tamil Nadu,South Arcot / Cuddalore,Rice,3.92487,Rice,314210.0,1233220.0
2017,Tamil Nadu,South Arcot / Cuddalore,Rice,4.2998400000000006,Rice,294850.0,1267830.0
2010,Tamil Nadu,North Arcot / Vellore,Rice,3.02602,Rice,168710.0,510520.0
2011,Tamil Nadu,North Arcot / Vellore,Rice,4.45158,Rice,101930.0,453750.0
2012,Tamil Nadu,North Arcot / Vellore,Rice,3.75204,Rice,127480.0,478310.0
2013,Tamil Nadu,North Arcot / Vellore,Rice,4.523770000000001,Rice,122000.0,551900.0
2014,Tamil Nadu,North Arcot / Vellore,Rice,4.88752,Rice,129710.00000000001,633960.0
2015,Tamil Nadu,North Arcot / Vellore,Rice,3.94944,Rice,190650.0,752960.0
2016,Tamil Nadu,North Arcot / Vellore,Rice,4.02155,Rice,183450.0,737750.0
2017,Tamil Nadu,North Arcot / Vellore,Rice,4.42849,Rice,216650.0,959420.0
2010,Tamil Nadu,Salem,Rice,4.21765,Rice,86560.0,365080.0
2011,Tamil Nadu,Salem,Rice,4.58404,Rice,83060.0,380750.0
2012,Tamil Nadu,Salem,Rice,4.1273100000000005,Rice,48230.0,199060.0
2013,Tamil Nadu,Salem,Rice,4.94599,Rice,85720.0,423970.0
2014,Tamil Nadu,Salem,Rice,5.1296800000000005,Rice,67320.0,345330.0
2015,Tamil Nadu,Salem,Rice,4.68142,Rice,92850.0,434670.0
2016,Tamil Nadu,Salem,Rice,4.67696,Rice,80000.0,374140.0
2017,Tamil Nadu,Salem,Rice,4.92977,Rice,73110.0,360430.0
2010,Tamil Nadu,Coimbatore,Rice,2.39248,Rice,101470.0,242760.0
2011,Tamil Nadu,Coimbatore,Rice,3.67292,Rice,100520.0,369220.0
